ZAVMATNAZ,ZAVNAZ,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBDOBJE,STEV_UCENCEV,DOGODEK,VZROK,TRAJANJE,LETO_TEDEN_VNOSA
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja zdravstvena in kemijska šola",Jugovzhodna Slovenija,Novo mesto,2021-09-09,2021-09-18,2021-09-11,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_36
Osnovna šola Kašelj,Osnovna šola Kašelj,Osrednjeslovenska,Ljubljana,2021-09-11,2021-09-21,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Ivana Tavčarja Gorenja vas,"Osnovna šola Ivana Tavčarja Gorenja vas, Podružnična šola Sovodenj",Gorenjska,Gorenja vas-Poljane,2021-09-13,2021-09-17,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Osnovna šola Ivana Tavčarja Gorenja vas,Osnovna šola Ivana Tavčarja Gorenja vas,Gorenjska,Gorenja vas-Poljane,2021-09-08,2021-09-17,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Žužemberk,Osnovna šola Žužemberk,Jugovzhodna Slovenija,Žužemberk,2021-09-13,2021-09-15,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Osnovna šola Matije Valjavca Preddvor,Osnovna šola Matije Valjavca Preddvor,Gorenjska,Preddvor,2021-09-11,2021-09-17,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Osnovna šola Louisa Adamiča Grosuplje,Osnovna šola Louisa Adamiča Grosuplje,Osrednjeslovenska,Grosuplje,2021-09-12,2021-09-19,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Savsko naselje,Osnovna šola Savsko naselje,Osrednjeslovenska,Ljubljana,2021-09-09,2021-09-12,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Osnovna šola Ob Rinži Kočevje,Osnovna šola Ob Rinži Kočevje,Jugovzhodna Slovenija,Kočevje,2021-09-09,2021-09-18,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_36
Osnovna šola Pod goro Slovenske Konjice,Osnovna šola Pod goro Slovenske Konjice,Savinjska,Slovenske Konjice,2021-09-10,2021-09-20,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Vodice,Osnovna šola Vodice,Osrednjeslovenska,Vodice,2021-09-11,2021-09-20,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Vodice,Osnovna šola Vodice,Osrednjeslovenska,Vodice,2021-09-11,2021-09-20,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Škofljica,Osnovna šola Škofljica Podružnica Lavrica,Osrednjeslovenska,Škofljica,2021-09-08,2021-09-17,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Srednja šola za oblikovanje Maribor,Srednja šola za oblikovanje Maribor,Podravska,Maribor,2021-09-12,2021-09-15,2021-09-12,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_36
Osnovna šola Alojza Gradnika Dobrovo,VVE pri OŠ Alojza Gradnika Dobrovo v Brdih,Goriška,Brda,2021-09-03,2021-09-12,2021-09-12,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Alojza Gradnika Dobrovo,VVE pri OŠ Alojza Gradnika Dobrovo v Brdih,Goriška,Brda,2021-09-03,2021-09-12,2021-09-12,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,srednje,2021_36
Osnovna šola Alojza Gradnika Dobrovo,VVE pri OŠ Alojza Gradnika Dobrovo v Brdih,Goriška,Brda,2021-09-03,2021-09-18,2021-09-12,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,dolgo,2021_36
Osnovna šola Alojza Gradnika Dobrovo,Osnovna šola Alojza Gradnika Dobrovo,Goriška,Brda,2021-09-02,2021-09-11,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Alojza Gradnika Dobrovo,Osnovna šola Alojza Gradnika Dobrovo,Goriška,Brda,2021-09-03,2021-09-12,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Alojza Gradnika Dobrovo,Osnovna šola Alojza Gradnika Dobrovo,Goriška,Brda,2021-09-08,2021-09-17,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Martina Konšaka Maribor,Osnovna šola Martina Konšaka Maribor,Podravska,Maribor,2021-09-10,2021-09-19,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Alojza Gradnika Dobrovo,Osnovna šola Alojza Gradnika Dobrovo,Goriška,Brda,2021-09-09,2021-09-18,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Dobrepolje,Osnovna šola Dobrepolje,Osrednjeslovenska,Dobrepolje,2021-09-09,2021-09-18,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Dobrepolje,Osnovna šola Dobrepolje,Osrednjeslovenska,Dobrepolje,2021-09-09,2021-09-18,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_36
Osnovna šola Dobrepolje,Osnovna šola Dobrepolje,Osrednjeslovenska,Dobrepolje,2021-09-08,2021-09-17,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Gimnazija Kranj,Gimnazija Kranj,Gorenjska,Kranj,2021-09-13,2021-09-17,2021-09-12,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_36
Gimnazija Šentvid,Gimnazija Šentvid,Osrednjeslovenska,Ljubljana,2021-09-10,2021-09-19,2021-09-12,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_36
Gimnazija Šentvid,Gimnazija Šentvid,Osrednjeslovenska,Ljubljana,2021-09-13,2021-09-19,2021-09-12,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_36
Osnovna šola Louisa Adamiča Grosuplje,Osnovna šola Louisa Adamiča Grosuplje Podružnica Žalna,Osrednjeslovenska,Grosuplje,2021-09-12,2021-09-18,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Osnovna šola Alojza Gradnika Dobrovo,Osnovna šola Alojza Gradnika Dobrovo,Goriška,Brda,2021-09-10,2021-09-19,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_36
Osnovna šola Koseze,Osnovna šola Koseze,Osrednjeslovenska,Ljubljana,2021-09-13,2021-09-17,2021-09-12,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Vrtec Hansa Christiana Andersena,"Vrtec Hansa Christiana Andersena, enota Andersen",Osrednjeslovenska,Ljubljana,2021-09-10,2021-09-17,2021-09-12,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_36
Osnovna šola Lovrenc na Pohorju,Osnovna šola Lovrenc na Pohorju,Podravska,Lovrenc na Pohorju,2021-09-07,2021-09-12,2021-09-12,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Osnovna šola Lovrenc na Pohorju,"Osnovna šola Lovrenc na Pohorju, Vrtec Lovrenc na Pohorju",Podravska,Lovrenc na Pohorju,2021-09-07,2021-09-15,2021-09-12,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_36
Osnovna šola Lovrenc na Pohorju,"Osnovna šola Lovrenc na Pohorju, Vrtec Lovrenc na Pohorju",Podravska,Lovrenc na Pohorju,2021-09-06,2021-09-15,2021-09-12,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_36
Osnovna šola Štore,Osnovna šola Štore Podružnična šola Kompole,Savinjska,Štore,2021-09-13,2021-09-19,2021-09-12,OSNOVNA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_36
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja elektro šola in tehniška gimnazija",Jugovzhodna Slovenija,Novo mesto,2021-09-13,2021-09-17,2021-09-12,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_36
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja strojna šola",Jugovzhodna Slovenija,Novo mesto,2021-09-09,2021-09-18,2021-09-12,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_36
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja zdravstvena in kemijska šola",Jugovzhodna Slovenija,Novo mesto,2021-09-10,2021-09-19,2021-09-12,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_36
Osnovna šola Tržišče,Osnovna šola Tržišče,Posavska,Sevnica,2021-09-13,2021-09-19,2021-09-13,OSNOVNA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Tržišče,Osnovna šola Tržišče,Posavska,Sevnica,2021-09-13,2021-09-19,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Tržišče,Osnovna šola Tržišče,Posavska,Sevnica,2021-09-10,2021-09-19,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Franja Goloba Prevalje,Osnovna šola Franja Goloba Prevalje,Koroška,Prevalje,2021-09-09,2021-09-18,2021-09-13,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Franja Goloba Prevalje,Osnovna šola Franja Goloba Prevalje,Koroška,Prevalje,2021-09-09,2021-09-18,2021-09-13,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola dr. Janeza Mencingerja Bohinjska Bistrica,"Osnovna šola dr.Janeza Mencingerja Bohinjska Bistrica, Enota Vrtec",Gorenjska,Bohinj,2021-09-10,2021-09-19,2021-09-13,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_37
Osnovna šola Staneta Žagarja Lipnica,Osnovna šola Staneta Žagarja Lipnica,Gorenjska,Radovljica,2021-09-13,2021-09-17,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Žužemberk,Osnovna šola Žužemberk - Vrtec Sonček,Jugovzhodna Slovenija,Žužemberk,2021-09-03,2021-09-12,2021-09-13,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,srednje,2021_37
Osnovna šola Žužemberk,Osnovna šola Žužemberk - Vrtec Sonček,Jugovzhodna Slovenija,Žužemberk,2021-09-08,2021-09-17,2021-09-13,VRTEC,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Simona Jenka Kranj,Osnovna šola Simona Jenka Kranj Podružnica Trstenik,Gorenjska,Kranj,2021-09-13,2021-09-23,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Šentjernej,Osnovna šola Šentjernej,Jugovzhodna Slovenija,Šentjernej,2021-09-07,2021-09-16,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Simona Jenka Kranj,Osnovna šola Simona Jenka Kranj,Gorenjska,Kranj,2021-09-13,2021-09-23,2021-09-13,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Antona Globočnika Postojna,Osnovna šola Antona Globočnika Postojna,Primorsko-notranjska,Postojna,2021-09-01,2021-09-10,2021-09-13,OSNOVNA ŠOLA,srednje,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Okužba s Covid-19 pri učitelju,srednje,2021_37
Osnovna šola Miroslava Vilharja Postojna,Osnovna šola Miroslava Vilharja Postojna,Primorsko-notranjska,Postojna,2021-09-11,2021-09-17,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Miroslava Vilharja Postojna,Osnovna šola Miroslava Vilharja Postojna,Primorsko-notranjska,Postojna,2021-09-11,2021-09-17,2021-09-13,OSNOVNA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Žužemberk,Osnovna šola Žužemberk,Jugovzhodna Slovenija,Žužemberk,2021-09-08,2021-09-17,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Žužemberk,Osnovna šola Žužemberk - Vrtec Sonček,Jugovzhodna Slovenija,Žužemberk,2021-09-09,2021-09-18,2021-09-13,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,srednje,2021_37
Srednja šola Veno Pilon Ajdovščina,Srednja šola Veno Pilon Ajdovščina,Goriška,Ajdovščina,2021-09-05,2021-09-10,2021-09-13,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_37
Osnovna šola Dragomirja Benčiča - Brkina Hrpelje,Osnovna šola Dragomirja Benčiča - Brkina Hrpelje,Obalno-kraška,Hrpelje-Kozina,2021-09-10,2021-09-17,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Loka Črnomelj,Osnovna šola Loka Črnomelj,Jugovzhodna Slovenija,Črnomelj,2021-09-13,2021-09-23,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Gimnazija Jožeta Plečnika Ljubljana,Gimnazija Jožeta Plečnika Ljubljana,Osrednjeslovenska,Ljubljana,2021-09-10,2021-09-19,2021-09-13,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_37
Srednja šola za oblikovanje Maribor,Srednja šola za oblikovanje Maribor,Podravska,Maribor,2021-09-10,2021-09-19,2021-09-13,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_37
Osnovna šola Marije Vere,Osnovna šola Marije Vere,Osrednjeslovenska,Kamnik,2021-09-09,2021-09-18,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Martina Konšaka Maribor,Osnovna šola Martina Konšaka Maribor,Podravska,Maribor,2021-09-08,2021-09-17,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Osnovna šola Prežihovega Voranca Maribor,Osnovna šola Prežihovega Voranca Maribor,Podravska,Maribor,2021-09-13,2021-09-17,2021-09-13,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Petrovče,Osnovna šola Petrovče Podružnica Trje,Savinjska,Žalec,2021-09-13,2021-09-18,2021-09-13,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Toneta Okrogarja,Osnovna šola Toneta Okrogarja,Zasavska,Zagorje ob Savi,2021-09-13,2021-09-17,2021-09-13,OSTALO,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Toneta Okrogarja,Osnovna šola Toneta Okrogarja,Zasavska,Zagorje ob Savi,2021-09-13,2021-09-17,2021-09-13,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_37
Osnovna šola Ivana Cankarja Vrhnika,Osnovna šola Ivana Cankarja Vrhnika,Osrednjeslovenska,Vrhnika,2021-09-09,2021-09-18,2021-09-13,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Vrtec Ptuj,"Vrtec Ptuj, Enota Spominčica",Podravska,Ptuj,2021-09-10,2021-09-19,2021-09-13,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_37
Vrtec Škofja Loka,"Vrtec Škofja Loka, enota Kamnitnik",Gorenjska,Škofja Loka,2021-09-07,2021-09-16,2021-09-13,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_37
Osnovna šola Toma Brejca Kamnik,Osnovna šola Toma Brejca Kamnik,Osrednjeslovenska,Kamnik,2021-09-12,2021-09-19,2021-09-13,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Vrtec Antona Medveda Kamnik,"Vrtec Antona Medveda Kamnik, enota Cepetavček",Osrednjeslovenska,Kamnik,2021-09-06,2021-09-16,2021-09-13,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_37
Osnovna šola Jela Janežiča,Osnovna šola Jela Janežiča,Gorenjska,Škofja Loka,2021-09-09,2021-09-16,2021-09-13,OSTALO,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_37
Vrtec Semedela,"Vrtec Semedela, enota Markovec",Obalno-kraška,Koper,2021-09-07,2021-09-16,2021-09-13,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_37
Vrtec Semedela,"Vrtec Semedela, enota Markovec",Obalno-kraška,Koper,2021-09-09,2021-09-18,2021-09-13,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_37
Srednja elektro-računalniška šola Maribor,Srednja elektro-računalniška šola Maribor,Podravska,Maribor,2021-09-06,2021-09-15,2021-09-13,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_37
