ZAVMATNAZ,ZAVNAZ,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBDOBJE,VZROK,TRAJANJE,LETO_TEDEN_VNOSA
Osnovna šola Toma Brejca Kamnik,Osnovna šola Toma Brejca Kamnik,Osrednjeslovenska,Kamnik,2021-09-10,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,dolgo,2021_37
Osnovna šola Martina Konšaka Maribor,Osnovna šola Martina Konšaka Maribor,Podravska,Maribor,2021-09-16,2021-09-25,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Franceta Prešerna Maribor,Osnovna šola Franceta Prešerna Maribor,Podravska,Maribor,2021-09-13,2021-09-19,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_37
Srednja šola Izola,Srednja šola Izola,Obalno-kraška,Izola,2021-09-03,2021-09-13,2021-09-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Srednja šola Izola,Srednja šola Izola,Obalno-kraška,Izola,2021-09-13,2021-09-17,2021-09-16,SREDNJA ŠOLA,Okužba s Covid-19,kratko,2021_37
Osnovna šola Pohorskega odreda Slovenska Bistrica,Osnovna šola Pohorskega odreda Slovenska Bistrica,Podravska,Slovenska Bistrica,2021-09-16,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Srednja šola Izola,Srednja šola Izola,Obalno-kraška,Izola,2021-09-06,2021-09-16,2021-09-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Srednja šola Izola,Srednja šola Izola,Obalno-kraška,Izola,2021-09-08,2021-09-10,2021-09-16,SREDNJA ŠOLA,Okužba s Covid-19,kratko,2021_37
Osnovna šola Rovte,Osnovna šola Rovte,Osrednjeslovenska,Logatec,2021-09-14,2021-09-23,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Alojza Gradnika Dobrovo,Osnovna šola Alojza Gradnika Dobrovo Podružnica Kojsko,Goriška,Brda,2021-09-14,2021-09-23,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Rečica ob Savinji,Osnovna šola Rečica ob Savinji,Savinjska,Rečica ob Savinji,2021-09-16,2021-09-26,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
II. gimnazija Maribor,II. gimnazija Maribor,Podravska,Maribor,2021-09-14,2021-09-24,2021-09-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
OTROŠKI VRTEC AJDOVŠČINA,"OTROŠKI VRTEC AJDOVŠČINA, ENOTA RIBNIK",Goriška,Ajdovščina,2021-09-11,2021-09-20,2021-09-16,VRTEC,Sum na okužbo,srednje,2021_37
Osnovna šola Prežihovega Voranca Jesenice,Osnovna šola Prežihovega Voranca Jesenice,Gorenjska,Jesenice,2021-09-14,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Polzela,Osnovna šola Polzela,Savinjska,Polzela,2021-09-15,2021-09-25,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Toma Brejca Kamnik,Osnovna šola Toma Brejca Kamnik,Osrednjeslovenska,Kamnik,2021-09-10,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,dolgo,2021_37
Osnovna šola Zreče,Osnovna šola Zreče,Savinjska,Zreče,2021-09-15,2021-09-25,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Vrtec Jožice Flander,"Vrtec Jožice Flander, OE Fochova",Podravska,Maribor,2021-09-15,2021-09-25,2021-09-16,VRTEC,Okužba s Covid-19,srednje,2021_37
Osnovna šola Pohorskega odreda Slovenska Bistrica,Osnovna šola Pohorskega odreda Slovenska Bistrica,Podravska,Slovenska Bistrica,2021-09-09,2021-09-23,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,dolgo,2021_37
Osnovna šola Idrija,Osnovna šola Idrija,Goriška,Idrija,2021-09-14,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja strojna šola",Jugovzhodna Slovenija,Novo mesto,2021-09-16,2021-09-20,2021-09-16,SREDNJA ŠOLA,Okužba s Covid-19,kratko,2021_37
Osnovna šola Železniki,Osnovna šola Železniki,Gorenjska,Železniki,2021-09-15,2021-09-22,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Matije Čopa Kranj,Osnovna šola Matije Čopa Kranj,Gorenjska,Kranj,2021-09-13,2021-09-22,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Štore,Osnovna šola Štore,Savinjska,Štore,2021-09-14,2021-09-23,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Cvetka Golarja Škofja Loka,Osnovna šola Cvetka Golarja Škofja Loka,Gorenjska,Škofja Loka,2021-09-15,2021-09-25,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Železniki,Osnovna šola Železniki,Gorenjska,Železniki,2021-09-16,2021-09-23,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Pohorskega odreda Slovenska Bistrica,Osnovna šola Pohorskega odreda Slovenska Bistrica,Podravska,Slovenska Bistrica,2021-09-14,2021-09-25,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Dornberk,Osnovna šola Dornberk,Goriška,Nova Gorica,2021-09-16,2021-09-26,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Rovte,Osnovna šola Rovte,Osrednjeslovenska,Logatec,2021-09-14,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Martina Konšaka Maribor,Osnovna šola Martina Konšaka Maribor,Podravska,Maribor,2021-09-15,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Zavod za vzgojo in izobraževanje Logatec,Zavod za vzgojo in izobraževanje Logatec,Osrednjeslovenska,Logatec,2021-09-13,2021-09-23,2021-09-16,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Ob Dravinji Slovenske Konjice,Osnovna šola Ob Dravinji Slovenske Konjice,Savinjska,Slovenske Konjice,2021-09-16,2021-09-26,2021-09-16,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Srednja tehniška in poklicna šola Trbovlje,Srednja tehniška in poklicna šola Trbovlje,Zasavska,Trbovlje,2021-09-15,2021-09-25,2021-09-16,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Srednja šola Izola,Srednja šola Izola,Obalno-kraška,Izola,2021-09-01,2021-09-07,2021-09-16,SREDNJA ŠOLA,Sum na okužbo,kratko,2021_37
Osnovna šola Vodice,Osnovna šola Vodice Podružnica Utik,Osrednjeslovenska,Vodice,2021-09-14,2021-09-24,2021-09-16,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Staneta Žagarja Lipnica,Osnovna šola Staneta Žagarja Lipnica,Gorenjska,Radovljica,2021-09-10,2021-09-21,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Ljudski vrt Ptuj,Osnovna šola Ljudski vrt Ptuj Podružnica Grajena,Podravska,Ptuj,2021-09-17,2021-09-20,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_37
Osnovna šola Rače,"Osnovna šola Rače, enota vrtec Rače",Podravska,Rače-Fram,2021-09-15,2021-09-24,2021-09-17,VRTEC,Sum na okužbo,srednje,2021_37
Osnovna šola Koseze,Osnovna šola Koseze,Osrednjeslovenska,Ljubljana,2021-09-13,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Šmarje pri Jelšah,Osnovna šola Šmarje pri Jelšah,Savinjska,Šmarje pri Jelšah,2021-09-17,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Antona Aškerca Rimske Toplice,Osnovna šola Antona Aškerca Rimske Toplice,Savinjska,Laško,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Antona Aškerca Rimske Toplice,Osnovna šola Antona Aškerca Rimske Toplice,Savinjska,Laško,2021-09-14,2021-09-24,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Ekonomska šola Celje,"Ekonomska šola Celje, Gimnazija in srednja šola",Savinjska,Celje,2021-09-16,2021-09-26,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Turnišče,Osnovna šola Turnišče,Pomurska,Turnišče,2021-09-14,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Rače,"Osnovna šola Rače, enota vrtec Rače",Podravska,Rače-Fram,2021-09-15,2021-09-24,2021-09-17,VRTEC,Okužba s Covid-19,srednje,2021_37
Osnovna šola Vodice,Osnovna šola Vodice,Osrednjeslovenska,Vodice,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Franja Goloba Prevalje,Osnovna šola Franja Goloba Prevalje,Koroška,Prevalje,2021-09-11,2021-09-20,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Domžale,"Osnovna šola Domžale, Podružnična šola Ihan",Osrednjeslovenska,Domžale,2021-09-14,2021-09-15,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_37
Osnovna šola Prežihovega Voranca Ravne na Koroškem,Osnovna šola Prežihovega Voranca Ravne na Koroškem,Koroška,Ravne na Koroškem,2021-09-14,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Gorica Velenje,Osnovna šola Gorica Velenje,Savinjska,Velenje,2021-09-12,2021-09-19,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola dr. Ivana Korošca Borovnica,Osnovna šola dr. Ivana Korošca Borovnica,Osrednjeslovenska,Borovnica,2021-09-01,2021-09-19,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,dolgo,2021_37
Osnovna šola Stražišče Kranj,Osnovna šola Stražišče Kranj,Gorenjska,Kranj,2021-09-20,2021-09-30,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Dragotina Ketteja Ilirska Bistrica,Osnovna šola Dragotina Ketteja Ilirska Bistrica,Primorsko-notranjska,Ilirska Bistrica,2021-09-14,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Antona Martina Slomška Vrhnika,Osnovna šola Antona Martina Slomška Vrhnika,Osrednjeslovenska,Vrhnika,2021-09-13,2021-09-22,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Stražišče Kranj,Osnovna šola Stražišče Kranj,Gorenjska,Kranj,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
"Osnovna šola Šturje, Ajdovščina","Osnovna šola Šturje, Ajdovščina",Goriška,Ajdovščina,2021-09-08,2021-09-16,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Dramlje,Osnovna šola Dramlje,Savinjska,Šentjur,2021-09-16,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Stražišče Kranj,Osnovna šola Stražišče Kranj,Gorenjska,Kranj,2021-09-17,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja strojna šola",Jugovzhodna Slovenija,Novo mesto,2021-09-16,2021-09-25,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Vodice,Osnovna šola Vodice,Osrednjeslovenska,Vodice,2021-09-14,2021-09-24,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola narodnega heroja Maksa Pečarja,Osnovna šola narodnega heroja Maksa Pečarja,Osrednjeslovenska,Ljubljana,2021-09-12,2021-09-22,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Prometna šola Maribor,"Prometna šola Maribor, Srednja prometna šola in dijaški dom",Podravska,Maribor,2021-09-14,2021-09-23,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Glasbena šola Risto Savin Žalec,Glasbena šola Risto Savin Žalec,Savinjska,Žalec,2021-09-10,2021-09-19,2021-09-17,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_37
Srednja zdravstvena in kozmetična šola Maribor,Srednja zdravstvena in kozmetična šola Maribor,Podravska,Maribor,2021-09-12,2021-09-21,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Srednja šola Izola,Srednja šola Izola,Obalno-kraška,Izola,2021-09-14,2021-09-23,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Gimnazija Šentvid,Gimnazija Šentvid,Osrednjeslovenska,Ljubljana,2021-09-16,2021-09-22,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,kratko,2021_37
Osnovna šola Toma Brejca Kamnik,Osnovna šola Toma Brejca Kamnik,Osrednjeslovenska,Kamnik,2021-09-17,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Vrtec Jarše,"Vrtec Jarše, enota Mojca",Osrednjeslovenska,Ljubljana,2021-09-06,2021-09-16,2021-09-17,VRTEC,Sum na okužbo,srednje,2021_37
Vrtec Jarše,"Vrtec Jarše, enota Mojca",Osrednjeslovenska,Ljubljana,2021-09-06,2021-09-16,2021-09-17,VRTEC,Okužba s Covid-19,srednje,2021_37
Vrtec Jarše,"Vrtec Jarše, enota Mojca",Osrednjeslovenska,Ljubljana,2021-09-10,2021-09-20,2021-09-17,VRTEC,Sum na okužbo,srednje,2021_37
Osnovna šola Toma Brejca Kamnik,Osnovna šola Toma Brejca Kamnik,Osrednjeslovenska,Kamnik,2021-09-17,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Zbora odposlancev Kočevje,Osnovna šola Zbora odposlancev Kočevje,Jugovzhodna Slovenija,Kočevje,2021-09-13,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Turnišče,Osnovna šola Turnišče,Pomurska,Turnišče,2021-09-14,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Danila Lokarja Ajdovščina,Osnovna šola Danila Lokarja Ajdovščina,Goriška,Ajdovščina,2021-09-10,2021-09-19,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Danila Lokarja Ajdovščina,Osnovna šola Danila Lokarja Ajdovščina,Goriška,Ajdovščina,2021-09-09,2021-09-18,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Franja Goloba Prevalje,Osnovna šola Franja Goloba Prevalje,Koroška,Prevalje,2021-09-10,2021-09-19,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
"AMARILIS, glasbeno in drugo izobraževanje","AMARILIS, glasbeno in drugo izobraževanje",Osrednjeslovenska,Ljubljana,2021-09-09,2021-09-19,2021-09-17,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Šmarje pri Jelšah,Osnovna šola Šmarje pri Jelšah Podružnica Kristan vrh,Savinjska,Šmarje pri Jelšah,2021-09-14,2021-09-24,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Žiri,Osnovna šola Žiri,Gorenjska,Žiri,2021-09-14,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Šmarje pri Jelšah,Osnovna šola Šmarje pri Jelšah,Savinjska,Šmarje pri Jelšah,2021-09-02,2021-09-15,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Srednja zdravstvena in kozmetična šola Maribor,Srednja zdravstvena in kozmetična šola Maribor,Podravska,Maribor,2021-09-13,2021-09-22,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Stična,Osnovna šola Stična,Osrednjeslovenska,Ivančna Gorica,2021-09-17,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Metlika,Osnovna šola Metlika,Jugovzhodna Slovenija,Metlika,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Jurija Vege,Osnovna šola Jurija Vege,Osrednjeslovenska,Moravče,2021-09-13,2021-09-22,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Danila Lokarja Ajdovščina,Osnovna šola Danila Lokarja Ajdovščina,Goriška,Ajdovščina,2021-09-16,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Ig,Osnovna šola Ig,Osrednjeslovenska,Ig,2021-09-17,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Vrtec Antona Medveda Kamnik,"Vrtec Antona Medveda Kamnik, enota Pestrna",Osrednjeslovenska,Kamnik,2021-09-17,2021-09-26,2021-09-17,VRTEC,Sum na okužbo,srednje,2021_37
Srednja trgovska šola Ljubljana,Srednja trgovska šola Ljubljana,Osrednjeslovenska,Ljubljana,2021-09-17,2021-09-27,2021-09-17,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_37
"AMARILIS, glasbeno in drugo izobraževanje","AMARILIS, glasbeno in drugo izobraževanje",Osrednjeslovenska,Ljubljana,2021-09-16,2021-09-19,2021-09-17,GLASBENA ŠOLA,Sum na okužbo,kratko,2021_37
Osnovna šola Dragomelj,Osnovna šola Dragomelj,Osrednjeslovenska,Domžale,2021-09-17,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Leskovec pri Krškem,Osnovna šola Leskovec pri Krškem,Posavska,Krško,2021-09-15,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Srednja trgovska šola Ljubljana,Srednja trgovska šola Ljubljana,Osrednjeslovenska,Ljubljana,2021-09-17,2021-09-27,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Biotehniški izobraževalni center Ljubljana,"Biotehniški izobraževalni center Ljubljana, Gimnazija in veterinarska šola",Osrednjeslovenska,Ljubljana,2021-09-15,2021-09-22,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Biotehniški izobraževalni center Ljubljana,"Biotehniški izobraževalni center Ljubljana, Živilska šola",Osrednjeslovenska,Ljubljana,2021-09-16,2021-09-26,2021-09-17,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Frana Albrehta Kamnik,Osnovna šola Frana Albrehta Kamnik,Osrednjeslovenska,Kamnik,2021-09-13,2021-09-18,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,kratko,2021_37
Osnovna šola Koseze,Osnovna šola Koseze,Osrednjeslovenska,Ljubljana,2021-09-13,2021-09-22,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Antona Martina Slomška Vrhnika,Osnovna šola Antona Martina Slomška Vrhnika,Osrednjeslovenska,Vrhnika,2021-09-17,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Antona Martina Slomška Vrhnika,Osnovna šola Antona Martina Slomška Vrhnika,Osrednjeslovenska,Vrhnika,2021-09-14,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Vodmat,Osnovna šola Vodmat,Osrednjeslovenska,Ljubljana,2021-09-17,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja elektro šola in tehniška gimnazija",Jugovzhodna Slovenija,Novo mesto,2021-09-17,2021-09-26,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Polje,Osnovna šola Polje,Osrednjeslovenska,Ljubljana,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Gimnazija Bežigrad,"Gimnazija Bežigrad, Gimnazija",Osrednjeslovenska,Ljubljana,2021-09-16,2021-09-25,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Srednja zdravstvena šola Murska Sobota,Srednja zdravstvena šola Murska Sobota,Pomurska,Murska Sobota,2021-09-17,2021-09-27,2021-09-17,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_37
Gimnazija Moste,Gimnazija Moste,Osrednjeslovenska,Ljubljana,2021-09-16,2021-09-25,2021-09-17,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Ig,Osnovna šola Ig,Osrednjeslovenska,Ig,2021-09-10,2021-09-20,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Ekonomska šola Celje,"Ekonomska šola Celje, Gimnazija in srednja šola",Savinjska,Celje,2021-09-14,2021-09-24,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Dornberk,Osnovna šola Dornberk,Goriška,Nova Gorica,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Duplek,Osnovna šola Duplek,Podravska,Duplek,2021-09-15,2021-09-24,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Vojke Šmuc Izola,Osnovna šola Vojke Šmuc Izola,Obalno-kraška,Izola,2021-09-16,2021-09-22,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_37
Glasbena šola Laško - Radeče,Glasbena šola Laško - Radeče,Posavska,Radeče,2021-09-15,2021-09-25,2021-09-17,GLASBENA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Karla Destovnika-Kajuha Šoštanj,Osnovna šola Karla Destovnika-Kajuha Šoštanj,Savinjska,Šoštanj,2021-09-14,2021-09-23,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Karla Destovnika-Kajuha Šoštanj,Osnovna šola Karla Destovnika-Kajuha Šoštanj,Savinjska,Šoštanj,2021-09-16,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Srednja ekonomsko - poslovna šola Koper,Srednja ekonomsko - poslovna šola Koper,Obalno-kraška,Koper,2021-09-15,2021-09-25,2021-09-17,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Ljudski vrt Ptuj,Osnovna šola Ljudski vrt Ptuj Podružnica Grajena,Podravska,Ptuj,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Pohorskega odreda Slovenska Bistrica,Osnovna šola Pohorskega odreda Slovenska Bistrica,Podravska,Slovenska Bistrica,2021-09-16,2021-09-24,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Glasbena šola Trbovlje,Glasbena šola Trbovlje,Zasavska,Trbovlje,2021-09-12,2021-09-17,2021-09-17,GLASBENA ŠOLA,Sum na okužbo,kratko,2021_37
Osnovna šola Miklavž na Dravskem polju,Osnovna šola Miklavž na Dravskem polju,Podravska,Miklavž na Dravskem polju,2021-09-15,2021-09-24,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Draga Kobala Maribor,Osnovna šola Draga Kobala Maribor,Podravska,Maribor,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Slivnica pri Celju,Osnovna šola Slivnica pri Celju,Savinjska,Šentjur,2021-09-17,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Glasbena šola Trbovlje,Glasbena šola Trbovlje,Zasavska,Trbovlje,2021-09-12,2021-09-24,2021-09-17,GLASBENA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2021-09-08,2021-09-18,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Šmarje pri Jelšah,Osnovna šola Šmarje pri Jelšah,Savinjska,Šmarje pri Jelšah,2021-09-14,2021-09-24,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2021-09-09,2021-09-19,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Ig,Osnovna šola Ig,Osrednjeslovenska,Ig,2021-09-17,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2021-09-15,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Toma Brejca Kamnik,Osnovna šola Toma Brejca Kamnik,Osrednjeslovenska,Kamnik,2021-09-20,2021-09-27,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Šmarje pri Jelšah,Osnovna šola Šmarje pri Jelšah Podružnica Šentvid,Savinjska,Šmarje pri Jelšah,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Vrtec Ravne na Koroškem,"Vrtec Ravne na Koroškem, ENOTA SOLZICE",Koroška,Ravne na Koroškem,2021-09-14,2021-09-23,2021-09-17,VRTEC,Sum na okužbo,srednje,2021_37
Glasbena šola Laško - Radeče,Glasbena šola Laško - Radeče,Posavska,Radeče,2021-09-11,2021-09-17,2021-09-17,GLASBENA ŠOLA,Sum na okužbo,kratko,2021_37
Srednja tehniška in poklicna šola Trbovlje,Srednja tehniška in poklicna šola Trbovlje,Zasavska,Trbovlje,2021-09-14,2021-09-24,2021-09-17,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_37
Osnovna šola Stopiče,Osnovna šola Stopiče,Jugovzhodna Slovenija,Novo mesto,2021-09-16,2021-09-25,2021-09-17,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_37
Osnovna šola Draga Kobala Maribor,"Osnovna šola Draga Kobala Maribor, Podružnična šola Brezje",Podravska,Maribor,2021-09-16,2021-09-26,2021-09-17,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_37
